index,Date,URL,Tweet,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
11153,19-Feb-2023 12:22AM,http://twitter.com/realCCrump/statuses/1627176748201791490," @VinceDaoMedia: Books Conservatives ban: Literal porn & books promoting racist division Books Liberals ban: The Bible. Opposing view political books. Just putting that out there, ; Liberals ban books in school all the time, FYI",@realCCrump,United States,English,61909.0,189,572.66,Negative,"Literal porn,Opposing view,political books,school",(book OR books) NEAR (ban OR banned OR banning OR ban,"Books,ban,books",9.0,"""1627176748201791490""","""1056600959370100737""",Twitter for iPhone,Chandler Crump,http://www.twitter.com/realCCrump,"18 Year Old Gen Z Commentator, 5x Billboard Charting Artist World's Youngest Independent artist to chart #1 on Billboard",61909.0,499.0,19-Feb-23,12:22 AM,"Washington, D.C.","Washington, D.C.",9079.0,159,3,26.0,27,159,3,False, //twitter.com/VinceDaoMedia/statuses/1627095483108962304
11185,10-Jun-2023 08:26PM,http://twitter.com/thehill/statuses/1667689613463371777,"“What I think is important to really absorb is there were thousands of books that were banned last year — over 2,500,” Amanda Gorman, 25, said.   /cNOID6nb7v",@thehill,United States,English,4466072.0,174,41311.17,Negative,thousands of books,(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",10.0,"""1667689613463371777""","""1917731""",SocialFlow,The Hill,http://www.twitter.com/thehill,"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",4466072.0,332.0,10-Jun-23,8:26 PM,"Washington, D.C.","Washington, D.C.",21009.0,102,31,37.0,41,102,31,True,
11196,23-Mar-2023 10:35AM,http://twitter.com/SecCardona/statuses/1638912279428333568,"While the Biden-Harris Administration is investing in your child’s school, some Republicans want to: ➡️Abolish @usedgov ➡️Ban books ➡️Give private schools public money These proposals hold our children back.",@SecCardona,United States,English,92913.0,173,859.45,Negative,"Ban books,children,private schools,proposals,public money",(book OR books) NEAR (ban OR banned OR banning OR ban,"Ban,books",10.0,"""1638912279428333568""","""1364259892299767810""",Hootsuite Inc.,Secretary Miguel Cardona,http://www.twitter.com/SecCardona,"Official account for the 12th Secretary of Education. En la unión está la fuerza. In unity there is strength. Lifelong educator, husband, and father of two.",92913.0,130.0,23-Mar-23,10:35 AM,Washington,,9462.0,106,25,41.0,42,106,25,True,
11204,23-Jan-2023 01:55PM,http://twitter.com/rob_sheridan/statuses/1617596831671914497," @JuddLegum: The party of “fReE sPeEcH” has literally banned all books in Florida schools until they can be reviewed and approved by the government. Every conservative accusation is a confession, including “cAnCeL CuLtUrE” ; Here is a photo of a classroom library at Bayshore High School after the policy was announced.   /qcTPNwrhVr",@rob_sheridan,United States,English,75019.0,169,693.93,Negative,"classroom library,confession,conservative accusation,fReE sPeEcH,government,photo,policy",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",10.0,"""1617596831671914497""","""19668592""",Twitter for iPhone,Rob Sheridan,http://www.twitter.com/rob_sheridan,"Artist/Writer/Activist/Dad. Skeleton Influencer. Meme Grandpa. Co-founder, @glitch_goods. Creator, @highlevelcomic. NIN Art Director, '99-‘14. He/him. Links ⬇️",75019.0,2716.0,23-Jan-23,1:55 PM,Washington,Tacoma,,118,5,,46,118,5,True, //twitter.com/JuddLegum/statuses/1617595822299807762
11224,17-May-2023 01:52PM,http://twitter.com/WajahatAli/statuses/1658893210293248000," @keithboykin: Excellent. ; Penguin Random House, the publisher of Toni Morrison’s novel, The Bluest Eye, and other books that have been banned, is suing a Florida school district over Ron DeSantis’s book ban.   /JDRLOllZg5",@WajahatAli,United States,English,322760.0,198,2985.53,Positive,"Ron DeSantis’s book ban,novel",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned,book,ban",10.0,"""1658893210293248000""","""21733692""",Twitter for Android,Wajahat Ali,http://www.twitter.com/WajahatAli,"Author of GO BACK TO WHERE YOU CAME FROM; Columnist for @thedailybeast, @Medium, @MSNBCDaily; Co-host Democracy-Ish Podcast. wajahatmali@protonmail.com",322760.0,1947.0,17-May-23,1:52 PM,"Washington, D.C.",,9508.0,180,2,16.0,16,180,2,False, //twitter.com/keithboykin/statuses/1658848952404328454
11231,28-Mar-2023 11:06PM,http://twitter.com/thehill/statuses/1640913192976039937,"Florida board bans ""This Book Is Gay"" from middle school libraries   /yUMIcfMvzp   /CrjGbT6i0Q",@thehill,United States,English,4477383.0,187,41415.79,Negative,middle school libraries,(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,Book",10.0,"""1640913192976039937""","""1917731""",SocialFlow,The Hill,http://www.twitter.com/thehill,"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",4477383.0,327.0,28-Mar-23,11:06 PM,"Washington, D.C.","Washington, D.C.",37620.0,88,72,16.0,27,88,72,True,
11239,13-Feb-2023 08:31PM, //twitter.com/dunnclan/statuses/1625306608740990976,"@CaseyDeSantis @GovRonDeSantis Lying about history, and banning books, isn't ""doing what's right."" It's embracing Fascism.",@dunnclan,United States,English,5273.0,196,48.78,Negative,"books,history",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",7.0,"""1625306608740990976""","""36842122""",Twitter for Android,"Stacey Dunn, Overeducated Antifascist Woman", //twitter.com/dunnclan,"When I'm bound for Hell, I'll bring an escort. (Quoted from Stonekettle). I do denounce white supremacy, and white supremacists. She/her.",5273.0,4898.0,13-Feb-23,8:31 PM,Washington,Seattle,,173,5,,18,173,5,False, //twitter.com/CaseyDeSantis/statuses/1625193192902610944
11264,22-May-2023 11:02AM,http://twitter.com/RawStory/statuses/1660662479779774470,Acts of harassment': Education Dept warns book bans are violating kids' civil rights   /MbCb1gTu7e,@RawStory,United States,English,230075.0,175,2128.19,Negative,"Acts of harassment,book bans,civil rights,kids",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1660662479779774470""","""16041234""",Hootsuite Inc.,Raw Story,http://www.twitter.com/RawStory,The official Twitter of the award-winning http://RawStory.com. Want to get our daily newsletter? Click here: http://rawstory.com/st/Newsletter_…,230075.0,3989.0,22-May-23,11:02 AM,"Washington, D.C.","Washington, D.C.",5656.0,130,7,38.0,38,130,7,True,
11296,13-Jul-2023 01:57PM,http://twitter.com/AFTunion/statuses/1679550569227100177,“Any of us who have taught history understand that the first thing an autocrat does is bans a book.” Watch & share: @rweingarten on the dangers of book bans and the joy of reading. @MoveOn #BannedBookmobile #ReadingOpensTheWorld   /TfhwOzq764,@AFTunion,United States,English,80033.0,212,740.31,Negative,"autocrat,book,dangers of book,history",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,book",10.0,"""1679550569227100177""","""45573874""",Twitter for iPhone,AFT,http://www.twitter.com/AFTunion,"We're 1.7 million teachers, paraprofessionals/school-related personnel, higher ed faculty, gov't employees, & healthcare workers making a difference every day.",80033.0,2216.0,13-Jul-23,1:57 PM,"Washington, D.C.","Washington, D.C.",25263.0,72,103,37.0,37,72,103,False,
11315,23-Mar-2023 01:30PM,http://twitter.com/RepTedLieu/statuses/1638956273793114130, @civilrightsorg: Republicans are trying to turn classrooms into the epicenter of their extreme culture war. Their #PoliticsOverParents Act is a political stunt that pits parents against each other and invades students' privacy. It also makes it easier to ban books. ; Powerful: Ranking Member @RepMcGovern just read an entire book into the record. “It's called The Life of Rosa Parks by Kathleen Connors. It was pulled from second grade classrooms in the Duval County public school district in Florida. So let's just see what's so objectionable.”   /bxFQCWfvny,@RepTedLieu,United States,English,183874.0,172,1700.83,Negative,"Duval County public school district,Ranking Member,classrooms,entire book,epicenter,extreme culture war,pits parents,political stunt,privacy,record,second grade classrooms,students",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1638956273793114130""","""3044993235""",Twitter Web App,Rep. Ted Lieu,http://www.twitter.com/RepTedLieu,"Official Twitter account for the Office of Rep @TedLieu, serving #CA36 in the U.S. House of Representatives. Vice Chair of @HouseDemocrats.",183874.0,5609.0,23-Mar-23,1:30 PM,"Washington, D.C.",,5399.0,118,14,38.0,40,118,14,True, //twitter.com/civilrightsorg/statuses/1638648422117830657
11318,21-Feb-2023 03:50PM,http://twitter.com/guypbenson/statuses/1628135182556606465,"Very very creepy, Orwellian stuff — “sanitizing” long-published work of microaggression material. Right up there with flat-out book banning.",@guypbenson,United States,English,342398.0,195,3167.18,Negative,"book,material,sanitizing,work of microaggression",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1628135182556606465""","""16193222""",Twitter for iPhone,Guy Benson,http://www.twitter.com/guypbenson,@FoxNews | @townhallcom | @GuyBensonShow | @PremiereSpeaker | @NorthwesternU alum. 🇺🇸,342398.0,697.0,21-Feb-23,3:50 PM,"Washington, D.C.","Washington, D.C.",49367.0,164,14,17.0,17,164,14,True,http://twitter.com/guypbenson/statuses/1628134799864135680
11326,02-Oct-2023 12:01PM, //twitter.com/dcpl/statuses/1708874760958964133,"Starting TODAY, Oct. 2, hundreds of books by banned authors will be hidden at various locations around the city. The theme for this year's scavenger hunt, sponsored by the DC Public Library Foundation, is ""Freedom is Not Guaranteed."" #UncensoredDC ➡️   /SnuVwvIjhh   /2FJl8u3bHg",@dcpl,United States,English,35926.0,211,332.32,Neutral,"authors,city,hundreds of books,scavenger hunt,theme,various locations",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",9.0,"""1708874760958964133""","""17879538""",,DC Public Library, //twitter.com/dcpl,Welcome to Twitter! We love being your library!,35926.0,6702.0,2-Oct-23,12:01 PM,"Washington, D.C.","Washington, D.C.",18113.0,144,3,64.0,64,144,3,False,
11376,13-Dec-2022 02:05PM,http://twitter.com/patariski/statuses/1602741441989861382,@nathaliejacoby1 From banning books to banning social media...land of the free my ass.,@patariski,United States,English,126.0,193,1.17,Negative,"books to banning,land,social media",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",4.0,"""1602741441989861382""","""2685919561""",Twitter for Android,patricia alcaide🌊,http://www.twitter.com/patariski,retired and loving it.,126.0,1134.0,13-Dec-22,2:05 PM,Washington,Tacoma,,172,3,,18,172,3,False,http://twitter.com/nathaliejacoby1/statuses/1602734598097469440
11381,14-Nov-2023 10:55AM,http://twitter.com/tsarlet2/statuses/1724456042107752486, @LeaMaric: Reminder to read banned books! Saltzman talks about this.   /pqAKYd3gSW ; Reality is often disappointing.   /LRjUUxbUpq,@tsarlet2,United States,English,2740.0,210,25.34,Negative,"books,reminder to read",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",7.0,"""1724456042107752486""","""1586812966435184640""",Twitter Web App,Tsar Apu II Apustayevich,http://www.twitter.com/tsarlet2,Пускай нам с тобой обоим Беда грозит за бедою Но дружбу мою с тобою Одна только смерть возьмёт,2740.0,332.0,14-Nov-23,10:55 AM,Washington,Seattle,4167.0,181,4,25.0,25,181,4,False, //twitter.com/LeaMaric/statuses/1724198171100742116
11395,24-May-2023 10:05PM,http://twitter.com/RawStory/statuses/1661554031792205828,DeSantis tries to claim no books have been banned in Florida   /qR84lEbcmY,@RawStory,United States,English,230109.0,154,2128.51,Negative,books,(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",10.0,"""1661554031792205828""","""16041234""",Hootsuite Inc.,Raw Story,http://www.twitter.com/RawStory,The official Twitter of the award-winning http://RawStory.com. Want to get our daily newsletter? Click here: http://rawstory.com/st/Newsletter_…,230109.0,3991.0,24-May-23,10:05 PM,"Washington, D.C.","Washington, D.C.",8716.0,84,14,56.0,56,84,14,True,
11411,10-Feb-2023 05:45PM,http://twitter.com/NormOrnstein/statuses/1624177835626713089," @coachbillcurry: But not books about Mickey Mantle or Ty Cobb. Gee, I wonder what is going on? ; Duval County, Fl. has banned books about Jackie Robinson, Hank Aaron, Jim Thorpe, and Roberto Clemente, among others. Clever. It’s the only way I know to be absolutely sure that young people will read every single one of those books! I have all of them on my bookshelves now.   /0Aa4WPtsWp",@NormOrnstein,United States,English,228990.0,168,2118.16,Negative,"books,others",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",10.0,"""1624177835626713089""","""2223157392""",Twitter Web App,Norman Ornstein,http://www.twitter.com/NormOrnstein,"Emeritus scholar at the American Enterprise Institute, contributing editor for the Atlantic, cohost with Dr. Kavita Patel of the podcast Words Matter.",228990.0,3715.0,10-Feb-23,5:45 PM,"Washington, D.C.","Washington, D.C.",,114,12,,42,114,12,True, //twitter.com/coachbillcurry/statuses/1624016535328067585
11420,11-Nov-2023 02:58PM,http://twitter.com/washingtonpost/statuses/1723429905029906611,"Tania Galiñanes loved books. And in a time of spreading book bans in public schools, that’s why this Florida librarian had to quit.   /smGLojQBsa",@washingtonpost,United States,English,20069861.0,209,185646.21,Positive,"book bans,public schools",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1723429905029906611""","""2467791""",SocialFlow,The Washington Post,http://www.twitter.com/washingtonpost,Democracy Dies in Darkness,20069861.0,1701.0,11-Nov-23,2:58 PM,"Washington, D.C.","Washington, D.C.",91643.0,99,81,28.0,28,100,81,True,
11479,09-May-2023 03:36PM,http://twitter.com/FlossObama/statuses/1656020240772341805,"After one parent complained, the Wakulla County school district banned a book about segregation. The book Little Rock Nine is a graphic novel set in 1957 that tells the true story of the first 9 students to successfully integrate an all-white public high school in Arkansas. 1/2",@FlossObama,United States,English,42030.0,157,388.78,Positive,"book,book about segregation,first 9 students,graphic novel set,parent,true story,white public high school",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,book",9.0,"""1656020240772341805""","""32982195""",Twitter Web App,Floss Obama 🙌🏾,http://www.twitter.com/FlossObama,"Longtime @JimiHendrix Fan. @Columbia Alumnus. Political Scientist, Geopolitics Consultant, and Aspiring Media Critic. Proudly Alt-Middle, Think For Yourself.",42030.0,8799.0,9-May-23,3:36 PM,Washington,,4858.0,98,8,51.0,51,98,8,True,
11494,12-Mar-2023 09:33AM,http://twitter.com/PamKeithFL/statuses/1634910363119411201, @BillPascrell: And DOJ doesn’t have SHIT to say. Not a word. ; The republican party leader-in-waiting is expanding his book bans to ban books about Holocaust survivors.   /rakpENcark,@PamKeithFL,United States,English,152726.0,158,1412.72,Negative,"book,survivors,word",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans,ban,books",10.0,"""1634910363119411201""","""2966770391""",Twitter for iPhone,"Pam Keith, Esq.",http://www.twitter.com/PamKeithFL,"CEO of Center for Employment Justice LLC, 2020 Dem Cong. Nominee, ex-Navy JAG, litigator & expert on workplace law. BC Law Grad. AKA💚💗 (she/her)",152726.0,6973.0,12-Mar-23,9:33 AM,"Washington, D.C.","Washington, D.C.",5129.0,101,7,50.0,50,101,7,True, //twitter.com/BillPascrell/statuses/1634611371521310720
